"V1"	"V2"	"V3"	"V4"	"V5"	"V6"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Deprivation of personal liberty 25:1-2§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Between spouses and co-habitating partners total"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"25 - 34"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"35 - 44"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"45 - 54"	"Suspect males"	"Extortion, aggravated extortion 31:3,4"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"55 - 64"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"65 -"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Former spouse"	"65 -"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Rape, aggravated rape, rape (3 mom) 20:1-2"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Rape, aggravated rape, rape (3 mom) 20:1-2"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Rape, aggravated rape, rape (3 mom) 20:1-2"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Rape, aggravated rape, rape (3 mom) 20:1-2"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Attempted manslaughter, murder or killing 21:1-3,34a:1"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Rape, aggravated rape, rape (3 mom) 20:1-2"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Rape, aggravated rape, rape (3 mom) 20:1-2"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Different household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Menace 25:7§"
